                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.0618,                 0.7642,                 1.3049,                0.38591,                0.88903,                0.51743,                0.32552,                 1.2442,                0.87545,                 1.4502,              0.0010157,              0.0010157,              0.0010157
                     15,                 1.0558,                0.76216,                 1.3195,                0.42823,                0.84948,                0.53206,                0.36992,                 1.1554,                0.82112,                 1.3921,              0.0010083,              0.0010083,              0.0010083
                     16,                 1.0573,                0.74272,                 1.3085,                0.43693,                0.94068,                0.53097,                0.35843,                 1.1419,                0.82091,                 1.3625,               0.001001,               0.001001,               0.001001
                     17,                 1.0524,                0.75519,                 1.3058,                0.45592,                0.91581,                0.51539,                0.33949,                 1.2119,                 0.8387,                 1.4257,             0.00099368,             0.00099368,             0.00099368
                     18,                 1.0033,                0.71117,                 1.2714,                0.44781,                0.82653,                0.51471,                0.34174,                 1.1787,                0.81986,                 1.3926,             0.00098635,             0.00098635,             0.00098635
                     19,                0.99582,                0.72191,                 1.2796,                0.47553,                0.84055,                0.52931,                0.35672,                 1.1667,                0.80014,                 1.4002,             0.00097901,             0.00097901,             0.00097901
                     20,                 1.0241,                0.72376,                 1.2863,                0.46725,                0.77422,                0.51219,                0.32493,                 1.3585,                0.87752,                 1.5354,             0.00097168,             0.00097168,             0.00097168
                     21,                  1.041,                0.71866,                    1.3,                0.48631,                 0.8801,                 0.5571,                0.37437,                 1.2487,                0.81083,                 1.4136,             0.00096435,             0.00096435,             0.00096435
                     22,                 1.0109,                0.69124,                 1.2834,                0.48624,                0.75127,                0.58647,                0.39455,                 1.2098,                0.80262,                 1.4169,             0.00095702,             0.00095702,             0.00095702
                     23,                0.99454,                0.68912,                 1.2752,                 0.4546,                0.67746,                0.52358,                0.30885,                 1.4142,                 0.8909,                  1.619,             0.00094968,             0.00094968,             0.00094968
                     24,                0.98721,                0.69772,                 1.2637,                0.49017,                0.76403,                0.55012,                 0.3537,                 1.2697,                0.82534,                 1.4672,             0.00094235,             0.00094235,             0.00094235
                     25,                0.98056,                0.68873,                 1.2499,                 0.5445,                0.68685,                 0.6366,                0.43664,                 1.1264,                0.78801,                 1.4116,             0.00093502,             0.00093502,             0.00093502
                     26,                0.96543,                 0.6602,                 1.2485,                0.53135,                0.78188,                0.64513,                0.43455,                 1.2798,                0.77005,                  1.462,             0.00092769,             0.00092769,             0.00092769
                     27,                0.96032,                0.67032,                 1.2517,                0.53926,                0.74042,                0.60078,                0.42318,                 1.1068,                0.76079,                 1.3689,             0.00092035,             0.00092035,             0.00092035
                     28,                0.96059,                0.65801,                  1.239,                0.55368,                0.77716,                0.60653,                0.43629,                 1.0611,                0.75312,                 1.3791,             0.00091302,             0.00091302,             0.00091302
                     29,                0.96921,                0.66549,                  1.263,                0.60892,                0.72726,                0.67848,                0.43626,                 1.3362,                0.78359,                 1.5009,             0.00090569,             0.00090569,             0.00090569
                     30,                0.95469,                0.64754,                 1.2406,                0.64224,                0.64604,                0.65551,                0.44522,                 1.1849,                0.75643,                 1.4014,             0.00089835,             0.00089835,             0.00089835
                     31,                0.95779,                0.63022,                 1.2438,                  0.583,                0.74042,                0.67645,                0.49577,                 1.0017,                0.68371,                 1.2807,             0.00089102,             0.00089102,             0.00089102
                     32,                 0.9518,                0.60455,                 1.2529,                0.64353,                0.57653,                0.61562,                 0.4184,                   1.15,                0.86244,                 1.3785,             0.00088369,             0.00088369,             0.00088369
                     33,                0.94006,                0.63253,                 1.2244,                0.63585,                0.75387,                0.73359,                0.53555,                  1.048,                0.66241,                 1.3039,             0.00087636,             0.00087636,             0.00087636
                     34,                0.95085,                0.63159,                 1.2466,                0.63344,                0.70662,                0.68981,                0.49562,                  1.077,                0.71579,                 1.3276,             0.00086902,             0.00086902,             0.00086902
                     35,                0.95322,                0.62428,                 1.2326,                0.61773,                0.71747,                0.67893,                0.50209,                 1.0274,                0.70615,                 1.3059,             0.00086169,             0.00086169,             0.00086169
