                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.84975,                0.56388,                 1.1856,                0.70435,                0.76803,                0.76195,                0.57776,                0.95585,                0.59987,                 1.2703,             0.00046206,             0.00046206,             0.00046206
                     61,                0.83299,                0.54671,                 1.1785,                0.84514,                0.67399,                 0.7619,                0.56859,                0.94712,                0.58641,                 1.2718,             0.00045107,             0.00045107,             0.00045107
                     62,                0.83951,                0.51857,                 1.1749,                0.71556,                0.71657,                0.75555,                0.56649,                 0.9513,                0.61083,                 1.2767,             0.00044007,             0.00044007,             0.00044007
                     63,                 0.8331,                 0.5269,                  1.172,                0.68846,                0.75426,                0.76672,                0.60068,                0.94089,                0.60026,                 1.2642,             0.00042907,             0.00042907,             0.00042907
                     64,                0.82632,                 0.5525,                 1.1854,                0.77506,                0.70271,                0.79071,                 0.6084,                 0.9642,                0.59332,                 1.2853,             0.00041807,             0.00041807,             0.00041807
                     65,                0.82365,                0.52537,                 1.1671,                0.66749,                0.79615,                 0.7878,                0.60082,                0.96132,                0.60135,                 1.2848,             0.00040707,             0.00040707,             0.00040707
                     66,                0.82666,                0.49862,                 1.1653,                0.70814,                0.69326,                0.71169,                 0.5408,                0.96471,                0.65773,                 1.2782,             0.00039607,             0.00039607,             0.00039607
                     67,                0.80286,                0.51014,                 1.1601,                0.85343,                0.66708,                0.75249,                0.56407,                  1.009,                0.63985,                 1.3212,             0.00038507,             0.00038507,             0.00038507
                     68,                0.79304,                0.52539,                 1.1517,                0.67146,                0.76487,                0.77373,                0.59387,                0.95965,                0.60722,                 1.2914,             0.00037407,             0.00037407,             0.00037407
                     69,                0.80439,                0.49674,                 1.1514,                0.74315,                0.76412,                0.79968,                0.62253,                0.93538,                0.55586,                 1.2715,             0.00036307,             0.00036307,             0.00036307
                     70,                0.81569,                0.52283,                 1.1579,                0.68244,                0.79591,                0.80036,                0.62022,                0.93035,                0.59314,                  1.264,             0.00035208,             0.00035208,             0.00035208
                     71,                0.78978,                0.52264,                 1.1482,                0.67764,                0.76912,                0.77195,                0.58026,                0.98041,                0.59297,                  1.296,             0.00034108,             0.00034108,             0.00034108
                     72,                0.78443,                0.48622,                 1.1419,                0.70711,                0.80101,                0.79914,                 0.6216,                0.92737,                0.57681,                 1.3022,             0.00033008,             0.00033008,             0.00033008
                     73,                0.77451,                0.48585,                 1.1409,                0.79062,                0.72383,                0.78608,                0.60754,                0.93798,                 0.5647,                 1.2811,             0.00031908,             0.00031908,             0.00031908
                     74,                0.78368,                0.49227,                 1.1476,                0.76895,                0.73164,                0.79095,                0.61396,                0.92427,                0.57261,                 1.2791,             0.00030808,             0.00030808,             0.00030808
                     75,                0.77649,                0.48598,                 1.1541,                0.70505,                0.76532,                0.78172,                0.60681,                0.93428,                0.63586,                 1.2911,             0.00029708,             0.00029708,             0.00029708
                     76,                0.77156,                0.50245,                 1.1426,                0.76496,                0.76912,                0.80668,                 0.6224,                0.89909,                0.58308,                 1.2514,             0.00028608,             0.00028608,             0.00028608
                     77,                0.75868,                0.48809,                 1.1263,                0.72013,                0.79355,                0.82471,                 0.6373,                  0.925,                0.55805,                 1.2965,             0.00027508,             0.00027508,             0.00027508
                     78,                0.76181,                0.47668,                  1.136,                 0.7965,                0.74935,                0.80469,                0.62368,                0.92196,                0.59145,                 1.3042,             0.00026408,             0.00026408,             0.00026408
                     79,                0.77389,                0.47956,                 1.1318,                0.78573,                 0.7633,                0.80798,                0.62451,                0.91696,                0.56127,                 1.2723,             0.00025309,             0.00025309,             0.00025309
                     80,                0.75106,                0.46655,                 1.1272,                0.75349,                0.83114,                 0.8211,                0.63969,                0.90675,                0.55416,                 1.2544,             0.00024209,             0.00024209,             0.00024209
                     81,                0.75481,                0.46335,                 1.1318,                0.74518,                 0.7723,                0.80471,                0.63122,                0.89103,                0.56662,                 1.2592,             0.00023109,             0.00023109,             0.00023109
                     82,                0.74614,                0.46293,                 1.1226,                0.70048,                0.83772,                0.83229,                 0.6483,                0.89987,                 0.5616,                 1.2569,             0.00022009,             0.00022009,             0.00022009
                     83,                0.75454,                 0.4513,                 1.1369,                0.70322,                0.78914,                0.80154,                0.63075,                0.90351,                0.57773,                 1.2741,             0.00020909,             0.00020909,             0.00020909
                     84,                 0.7314,                0.45064,                 1.1126,                0.75219,                0.79197,                0.81505,                0.63587,                 0.9031,                0.58523,                 1.2605,             0.00019809,             0.00019809,             0.00019809
                     85,                0.72739,                0.44573,                 1.1135,                0.72271,                0.83289,                0.80966,                0.64366,                0.89175,                 0.5769,                 1.2633,             0.00018709,             0.00018709,             0.00018709
                     86,                0.72904,                 0.4471,                 1.1111,                0.83867,                 0.7098,                0.80112,                 0.6328,                0.89027,                 0.5683,                  1.255,             0.00017609,             0.00017609,             0.00017609
                     87,                0.73084,                0.44158,                 1.1217,                0.76882,                0.75257,                 0.8037,                0.63715,                0.89244,                 0.5684,                 1.2631,             0.00016509,             0.00016509,             0.00016509
                     88,                0.72252,                0.44361,                 1.1064,                0.82802,                0.72701,                0.81048,                0.64523,                0.86456,                0.53467,                 1.2368,              0.0001541,              0.0001541,              0.0001541
                     89,                0.73253,                 0.4565,                 1.1114,                0.74791,                 0.7991,                0.81107,                0.64386,                0.86861,                0.57289,                 1.2344,              0.0001431,              0.0001431,              0.0001431
                     90,                0.70926,                0.43825,                 1.1046,                0.76063,                0.76503,                0.80736,                0.64691,                0.87704,                0.55965,                 1.2365,              0.0001321,              0.0001321,              0.0001321
                     91,                0.70685,                0.36566,                 1.1576,                0.69386,                0.82078,                0.78189,                0.60766,                0.90685,                 0.5917,                 1.2754,              0.0001211,              0.0001211,              0.0001211
                     92,                0.68558,                0.35234,                 1.1353,                0.77988,                0.78333,                0.79215,                0.62291,                0.89909,                0.59923,                 1.2631,              0.0001101,              0.0001101,              0.0001101
                     93,                 0.6748,                0.33832,                 1.1315,                 0.7869,                0.71851,                0.76672,                0.60278,                0.89995,                0.62858,                 1.2799,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     94,                0.68042,                0.33971,                  1.129,                0.73489,                0.79909,                0.78954,                0.62305,                0.89725,                0.61709,                 1.2541,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     95,                0.66281,                0.32935,                 1.1387,                0.73509,                0.77859,                0.77632,                0.61541,                 0.8862,                0.61657,                 1.2506,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     96,                0.65162,                0.33776,                 1.1083,                0.83394,                0.72425,                0.79502,                0.62961,                0.88636,                0.58629,                  1.256,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     97,                0.66499,                0.31621,                 1.1243,                0.77131,                0.76112,                0.78928,                0.62157,                 0.9007,                0.58885,                 1.2781,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     98,                0.63505,                0.31172,                 1.0968,                0.76213,                0.77713,                0.79367,                0.62744,                0.88393,                0.59026,                 1.2587,             4.4107e-05,             4.4107e-05,             4.4107e-05
                     99,                0.64323,                 0.3492,                 1.1032,                0.74462,                0.78973,                0.79444,                0.62609,                0.89304,                 0.5925,                 1.2686,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    100,                0.63588,                0.31131,                 1.0929,                0.74651,                0.81019,                0.80332,                0.63942,                0.88355,                0.57541,                 1.2668,             2.2109e-05,             2.2109e-05,             2.2109e-05
